Permissions string, Octal
 -r-xrwsrwx , 2577
 -rw---S--- , 2600
 -rw---S--x , 2601
 -rw---S-w- , 2602
 -rw---S-wx , 2603
 -rw---Sr-- , 2604
 -rw---Sr-x , 2605
 -rw---Srw- , 2606
 -rw---Srwx , 2607
 -rw---s--- , 2610
 -rw---s--x , 2611
 -rw---s-w- , 2612
 -rw---s-wx , 2613
 -rw---sr-- , 2614
 -rw---sr-x , 2615
 -rw---srw- , 2616
 -rw---srwx , 2617
 -rw--wS--- , 2620
 -rw--wS--x , 2621
 -rw--wS-w- , 2622
 -rw--wS-wx , 2623
 -rw--wSr-- , 2624
 -rw--wSr-x , 2625
 -rw--wSrw- , 2626
 -rw--wSrwx , 2627
 -rw--ws--- , 2630
 -rw--ws--x , 2631
 -rw--ws-w- , 2632
 -rw--ws-wx , 2633
 -rw--wsr-- , 2634
 -rw--wsr-x , 2635
 -rw--wsrw- , 2636
 -rw--wsrwx , 2637
 -rw-r-S--- , 2640
 -rw-r-S--x , 2641
 -rw-r-S-w- , 2642
 -rw-r-S-wx , 2643
 -rw-r-Sr-- , 2644
 -rw-r-Sr-x , 2645
 -rw-r-Srw- , 2646
 -rw-r-Srwx , 2647
 -rw-r-s--- , 2650
 -rw-r-s--x , 2651
 -rw-r-s-w- , 2652
 -rw-r-s-wx , 2653
 -rw-r-sr-- , 2654
 -rw-r-sr-x , 2655
 -rw-r-srw- , 2656
 -rw-r-srwx , 2657
 -rw-rwS--- , 2660
 -rw-rwS--x , 2661
 -rw-rwS-w- , 2662
 -rw-rwS-wx , 2663
 -rw-rwSr-- , 2664
 -rw-rwSr-x , 2665
 -rw-rwSrw- , 2666
 -rw-rwSrwx , 2667
 -rw-rws--- , 2670
 -rw-rws--x , 2671
 -rw-rws-w- , 2672
 -rw-rws-wx , 2673
 -rw-rwsr-- , 2674
 -rw-rwsr-x , 2675
 -rw-rwsrw- , 2676
 -rw-rwsrwx , 2677
 -rwx--S--- , 2700
 -rwx--S--x , 2701
 -rwx--S-w- , 2702
 -rwx--S-wx , 2703
 -rwx--Sr-- , 2704
 -rwx--Sr-x , 2705
 -rwx--Srw- , 2706
 -rwx--Srwx , 2707
 -rwx--s--- , 2710
 -rwx--s--x , 2711
 -rwx--s-w- , 2712
 -rwx--s-wx , 2713
 -rwx--sr-- , 2714
 -rwx--sr-x , 2715
 -rwx--srw- , 2716
 -rwx--srwx , 2717
 -rwx-wS--- , 2720
 -rwx-wS--x , 2721
 -rwx-wS-w- , 2722
 -rwx-wS-wx , 2723
 -rwx-wSr-- , 2724
 -rwx-wSr-x , 2725
 -rwx-wSrw- , 2726
 -rwx-wSrwx , 2727
 -rwx-ws--- , 2730
 -rwx-ws--x , 2731
 -rwx-ws-w- , 2732
 -rwx-ws-wx , 2733
 -rwx-wsr-- , 2734
 -rwx-wsr-x , 2735
 -rwx-wsrw- , 2736
 -rwx-wsrwx , 2737
 -rwxr-S--- , 2740
 -rwxr-S--x , 2741
 -rwxr-S-w- , 2742
 -rwxr-S-wx , 2743
 -rwxr-Sr-- , 2744
 -rwxr-Sr-x , 2745
 -rwxr-Srw- , 2746
 -rwxr-Srwx , 2747
 -rwxr-s--- , 2750
 -rwxr-s--x , 2751
 -rwxr-s-w- , 2752
 -rwxr-s-wx , 2753
 -rwxr-sr-- , 2754
 -rwxr-sr-x , 2755
 -rwxr-srw- , 2756
 -rwxr-srwx , 2757
 -rwxrwS--- , 2760
 -rwxrwS--x , 2761
 -rwxrwS-w- , 2762
 -rwxrwS-wx , 2763
 -rwxrwSr-- , 2764
 -rwxrwSr-x , 2765
 -rwxrwSrw- , 2766
 -rwxrwSrwx , 2767
 -rwxrws--- , 2770
 -rwxrws--x , 2771
 -rwxrws-w- , 2772
 -rwxrws-wx , 2773
 -rwxrwsr-- , 2774
 -rwxrwsr-x , 2775
 -rwxrwsrw- , 2776
 -rwxrwsrwx , 2777
 ------S--T , 3000
 ------S--t , 3001
 ------S-wT , 3002
 ------S-wt , 3003
 ------Sr-T , 3004
 ------Sr-t , 3005
 ------SrwT , 3006
 ------Srwt , 3007
 ------s--T , 3010
 ------s--t , 3011
 ------s-wT , 3012
 ------s-wt , 3013
 ------sr-T , 3014
 ------sr-t , 3015
 ------srwT , 3016
 ------srwt , 3017
 -----wS--T , 3020
 -----wS--t , 3021
 -----wS-wT , 3022
 -----wS-wt , 3023
 -----wSr-T , 3024
 -----wSr-t , 3025
 -----wSrwT , 3026
 -----wSrwt , 3027
 -----ws--T , 3030
 -----ws--t , 3031
 -----ws-wT , 3032
 -----ws-wt , 3033
 -----wsr-T , 3034
 -----wsr-t , 3035
 -----wsrwT , 3036
 -----wsrwt , 3037
 ----r-S--T , 3040
 ----r-S--t , 3041
 ----r-S-wT , 3042
 ----r-S-wt , 3043
 ----r-Sr-T , 3044
 ----r-Sr-t , 3045
 ----r-SrwT , 3046
 ----r-Srwt , 3047
 ----r-s--T , 3050
 ----r-s--t , 3051
 ----r-s-wT , 3052
 ----r-s-wt , 3053
 ----r-sr-T , 3054
 ----r-sr-t , 3055
 ----r-srwT , 3056
 ----r-srwt , 3057
 ----rwS--T , 3060
 ----rwS--t , 3061
 ----rwS-wT , 3062
 ----rwS-wt , 3063
 ----rwSr-T , 3064
 ----rwSr-t , 3065
 ----rwSrwT , 3066
 ----rwSrwt , 3067
 ----rws--T , 3070
 ----rws--t , 3071
 ----rws-wT , 3072
 ----rws-wt , 3073
 ----rwsr-T , 3074
 ----rwsr-t , 3075
 ----rwsrwT , 3076
 ----rwsrwt , 3077
 ---x--S--T , 3100
 ---x--S--t , 3101
 ---x--S-wT , 3102
 ---x--S-wt , 3103
 ---x--Sr-T , 3104
 ---x--Sr-t , 3105
 ---x--SrwT , 3106
 ---x--Srwt , 3107
 ---x--s--T , 3110
 ---x--s--t , 3111
 ---x--s-wT , 3112
 ---x--s-wt , 3113
 ---x--sr-T , 3114
 ---x--sr-t , 3115
 ---x--srwT , 3116
 ---x--srwt , 3117
 ---x-wS--T , 3120
 ---x-wS--t , 3121
 ---x-wS-wT , 3122
 ---x-wS-wt , 3123
 ---x-wSr-T , 3124
 ---x-wSr-t , 3125
 ---x-wSrwT , 3126
 ---x-wSrwt , 3127
 ---x-ws--T , 3130
 ---x-ws--t , 3131
 ---x-ws-wT , 3132
 ---x-ws-wt , 3133
 ---x-wsr-T , 3134
 ---x-wsr-t , 3135
 ---x-wsrwT , 3136
 ---x-wsrwt , 3137
 ---xr-S--T , 3140
 ---xr-S--t , 3141
 ---xr-S-wT , 3142
 ---xr-S-wt , 3143
 ---xr-Sr-T , 3144
 ---xr-Sr-t , 3145
 ---xr-SrwT , 3146
 ---xr-Srwt , 3147
 ---xr-s--T , 3150
 ---xr-s--t , 3151
 ---xr-s-wT , 3152
 ---xr-s-wt , 3153
 ---xr-sr-T , 3154
 ---xr-sr-t , 3155
 ---xr-srwT , 3156
 ---xr-srwt , 3157
 ---xrwS--T , 3160
 ---xrwS--t , 3161
 ---xrwS-wT , 3162
 ---xrwS-wt , 3163
 ---xrwSr-T , 3164
 ---xrwSr-t , 3165
 ---xrwSrwT , 3166
 ---xrwSrwt , 3167
 ---xrws--T , 3170
 ---xrws--t , 3171
 ---xrws-wT , 3172
 ---xrws-wt , 3173
 ---xrwsr-T , 3174
 ---xrwsr-t , 3175
 ---xrwsrwT , 3176
 ---xrwsrwt , 3177
 --w---S--T , 3200
 --w---S--t , 3201
 --w---S-wT , 3202
 --w---S-wt , 3203
 --w---Sr-T , 3204
 --w---Sr-t , 3205
 --w---SrwT , 3206
 --w---Srwt , 3207
 --w---s--T , 3210
 --w---s--t , 3211
 --w---s-wT , 3212
 --w---s-wt , 3213
 --w---sr-T , 3214
 --w---sr-t , 3215
 --w---srwT , 3216
 --w---srwt , 3217
 --w--wS--T , 3220
 --w--wS--t , 3221
 --w--wS-wT , 3222
 --w--wS-wt , 3223
 --w--wSr-T , 3224
 --w--wSr-t , 3225
 --w--wSrwT , 3226
 --w--wSrwt , 3227
 --w--ws--T , 3230
 --w--ws--t , 3231
 --w--ws-wT , 3232
 --w--ws-wt , 3233
 --w--wsr-T , 3234
 --w--wsr-t , 3235
 --w--wsrwT , 3236
 --w--wsrwt , 3237
 --w-r-S--T , 3240
 --w-r-S--t , 3241
 --w-r-S-wT , 3242
 --w-r-S-wt , 3243
 --w-r-Sr-T , 3244
 --w-r-Sr-t , 3245
 --w-r-SrwT , 3246
 --w-r-Srwt , 3247
 --w-r-s--T , 3250
 --w-r-s--t , 3251
 --w-r-s-wT , 3252
 --w-r-s-wt , 3253
 --w-r-sr-T , 3254
 --w-r-sr-t , 3255
 --w-r-srwT , 3256
 --w-r-srwt , 3257
 --w-rwS--T , 3260
 --w-rwS--t , 3261
 --w-rwS-wT , 3262
 --w-rwS-wt , 3263
 --w-rwSr-T , 3264
 --w-rwSr-t , 3265
 --w-rwSrwT , 3266
 --w-rwSrwt , 3267
 --w-rws--T , 3270
 --w-rws--t , 3271
 --w-rws-wT , 3272
 --w-rws-wt , 3273
 --w-rwsr-T , 3274
 --w-rwsr-t , 3275
 --w-rwsrwT , 3276
 --w-rwsrwt , 3277
 --wx--S--T , 3300
 --wx--S--t , 3301
 --wx--S-wT , 3302
 --wx--S-wt , 3303
 --wx--Sr-T , 3304
 --wx--Sr-t , 3305
 --wx--SrwT , 3306
 --wx--Srwt , 3307
 --wx--s--T , 3310
 --wx--s--t , 3311
 --wx--s-wT , 3312
 --wx--s-wt , 3313
 --wx--sr-T , 3314
 --wx--sr-t , 3315
 --wx--srwT , 3316
 --wx--srwt , 3317
 --wx-wS--T , 3320
 --wx-wS--t , 3321
 --wx-wS-wT , 3322
 --wx-wS-wt , 3323
 --wx-wSr-T , 3324
 --wx-wSr-t , 3325
 --wx-wSrwT , 3326
 --wx-wSrwt , 3327
 --wx-ws--T , 3330
 --wx-ws--t , 3331
 --wx-ws-wT , 3332
 --wx-ws-wt , 3333
 --wx-wsr-T , 3334
 --wx-wsr-t , 3335
 --wx-wsrwT , 3336
 --wx-wsrwt , 3337
 --wxr-S--T , 3340
 --wxr-S--t , 3341
 --wxr-S-wT , 3342
 --wxr-S-wt , 3343
 --wxr-Sr-T , 3344
 --wxr-Sr-t , 3345
 --wxr-SrwT , 3346
 --wxr-Srwt , 3347
 --wxr-s--T , 3350
 --wxr-s--t , 3351
 --wxr-s-wT , 3352
 --wxr-s-wt , 3353
 --wxr-sr-T , 3354
 --wxr-sr-t , 3355
 --wxr-srwT , 3356
 --wxr-srwt , 3357
 --wxrwS--T , 3360
 --wxrwS--t , 3361
 --wxrwS-wT , 3362
 --wxrwS-wt , 3363
 --wxrwSr-T , 3364
 --wxrwSr-t , 3365
 --wxrwSrwT , 3366
 --wxrwSrwt , 3367
 --wxrws--T , 3370
 --wxrws--t , 3371
 --wxrws-wT , 3372
 --wxrws-wt , 3373
 --wxrwsr-T , 3374
 --wxrwsr-t , 3375
 --wxrwsrwT , 3376
 --wxrwsrwt , 3377
 -r----S--T , 3400
 -r----S--t , 3401
 -r----S-wT , 3402
 -r----S-wt , 3403
 -r----Sr-T , 3404
 -r----Sr-t , 3405
 -r----SrwT , 3406
 -r----Srwt , 3407
 -r----s--T , 3410
 -r----s--t , 3411
 -r----s-wT , 3412
 -r----s-wt , 3413
 -r----sr-T , 3414
 -r----sr-t , 3415
 -r----srwT , 3416
 -r----srwt , 3417
 -r---wS--T , 3420
 -r---wS--t , 3421
 -r---wS-wT , 3422
 -r---wS-wt , 3423
 -r---wSr-T , 3424
 -r---wSr-t , 3425
 -r---wSrwT , 3426
 -r---wSrwt , 3427
 -r---ws--T , 3430
 -r---ws--t , 3431
 -r---ws-wT , 3432
 -r---ws-wt , 3433
 -r---wsr-T , 3434
 -r---wsr-t , 3435
 -r---wsrwT , 3436
 -r---wsrwt , 3437
 -r--r-S--T , 3440
 -r--r-S--t , 3441
 -r--r-S-wT , 3442
 -r--r-S-wt , 3443
 -r--r-Sr-T , 3444
 -r--r-Sr-t , 3445
 -r--r-SrwT , 3446
 -r--r-Srwt , 3447
 -r--r-s--T , 3450
 -r--r-s--t , 3451
 -r--r-s-wT , 3452
 -r--r-s-wt , 3453
 -r--r-sr-T , 3454
 -r--r-sr-t , 3455
 -r--r-srwT , 3456
 -r--r-srwt , 3457
 -r--rwS--T , 3460
 -r--rwS--t , 3461
 -r--rwS-wT , 3462
 -r--rwS-wt , 3463
 -r--rwSr-T , 3464
 -r--rwSr-t , 3465
 -r--rwSrwT , 3466
 -r--rwSrwt , 3467
 -r--rws--T , 3470
 -r--rws--t , 3471
 -r--rws-wT , 3472
 -r--rws-wt , 3473
 -r--rwsr-T , 3474
 -r--rwsr-t , 3475
 -r--rwsrwT , 3476
 -r--rwsrwt , 3477
 -r-x--S--T , 3500
 -r-x--S--t , 3501
 -r-x--S-wT , 3502
 -r-x--S-wt , 3503
 -r-x--Sr-T , 3504
 -r-x--Sr-t , 3505
 -r-x--SrwT , 3506
 -r-x--Srwt , 3507
 -r-x--s--T , 3510
 -r-x--s--t , 3511
 -r-x--s-wT , 3512
 -r-x--s-wt , 3513
 -r-x--sr-T , 3514
 -r-x--sr-t , 3515
 -r-x--srwT , 3516
 -r-x--srwt , 3517
 -r-x-wS--T , 3520
 -r-x-wS--t , 3521
 -r-x-wS-wT , 3522
 -r-x-wS-wt , 3523
 -r-x-wSr-T , 3524
 -r-x-wSr-t , 3525
 -r-x-wSrwT , 3526
 -r-x-wSrwt , 3527
 -r-x-ws--T , 3530
 -r-x-ws--t , 3531
 -r-x-ws-wT , 3532
 -r-x-ws-wt , 3533
 -r-x-wsr-T , 3534
 -r-x-wsr-t , 3535
 -r-x-wsrwT , 3536
 -r-x-wsrwt , 3537
 -r-xr-S--T , 3540
 -r-xr-S--t , 3541
 -r-xr-S-wT , 3542
 -r-xr-S-wt , 3543
 -r-xr-Sr-T , 3544
 -r-xr-Sr-t , 3545
 -r-xr-SrwT , 3546
 -r-xr-Srwt , 3547
 -r-xr-s--T , 3550
 -r-xr-s--t , 3551
 -r-xr-s-wT , 3552
 -r-xr-s-wt , 3553
 -r-xr-sr-T , 3554
 -r-xr-sr-t , 3555
 -r-xr-srwT , 3556
 -r-xr-srwt , 3557
 -r-xrwS--T , 3560
 -r-xrwS--t , 3561
 -r-xrwS-wT , 3562
 -r-xrwS-wt , 3563
 -r-xrwSr-T , 3564
 -r-xrwSr-t , 3565
 -r-xrwSrwT , 3566
 -r-xrwSrwt , 3567
 -r-xrws--T , 3570
 -r-xrws--t , 3571
 -r-xrws-wT , 3572
 -r-xrws-wt , 3573
 -r-xrwsr-T , 3574
 -r-xrwsr-t , 3575
 -r-xrwsrwT , 3576
 -r-xrwsrwt , 3577
 -rw---S--T , 3600
 -rw---S--t , 3601
 -rw---S-wT , 3602
 -rw---S-wt , 3603
 -rw---Sr-T , 3604
 -rw---Sr-t , 3605
 -rw---SrwT , 3606
 -rw---Srwt , 3607
 -rw---s--T , 3610
 -rw---s--t , 3611
 -rw---s-wT , 3612
 -rw---s-wt , 3613
 -rw---sr-T , 3614
 -rw---sr-t , 3615
 -rw---srwT , 3616
 -rw---srwt , 3617
 -rw--wS--T , 3620
 -rw--wS--t , 3621
 -rw--wS-wT , 3622
 -rw--wS-wt , 3623
 -rw--wSr-T , 3624
 -rw--wSr-t , 3625
 -rw--wSrwT , 3626
 -rw--wSrwt , 3627
 -rw--ws--T , 3630
 -rw--ws--t , 3631
 -rw--ws-wT , 3632
 -rw--ws-wt , 3633
 -rw--wsr-T , 3634
 -rw--wsr-t , 3635
 -rw--wsrwT , 3636
 -rw--wsrwt , 3637
 -rw-r-S--T , 3640
 -rw-r-S--t , 3641
 -rw-r-S-wT , 3642
 -rw-r-S-wt , 3643
 -rw-r-Sr-T , 3644
 -rw-r-Sr-t , 3645
 -rw-r-SrwT , 3646
 -rw-r-Srwt , 3647
 -rw-r-s--T , 3650
 -rw-r-s--t , 3651
 -rw-r-s-wT , 3652
 -rw-r-s-wt , 3653
 -rw-r-sr-T , 3654
 -rw-r-sr-t , 3655
 -rw-r-srwT , 3656
 -rw-r-srwt , 3657
 -rw-rwS--T , 3660
 -rw-rwS--t , 3661
 -rw-rwS-wT , 3662
 -rw-rwS-wt , 3663
 -rw-rwSr-T , 3664
 -rw-rwSr-t , 3665
 -rw-rwSrwT , 3666
 -rw-rwSrwt , 3667
 -rw-rws--T , 3670
 -rw-rws--t , 3671
 -rw-rws-wT , 3672
 -rw-rws-wt , 3673
 -rw-rwsr-T , 3674
 -rw-rwsr-t , 3675
 -rw-rwsrwT , 3676
 -rw-rwsrwt , 3677
 -rwx--S--T , 3700
 -rwx--S--t , 3701
 -rwx--S-wT , 3702
 -rwx--S-wt , 3703
 -rwx--Sr-T , 3704
 -rwx--Sr-t , 3705
 -rwx--SrwT , 3706
 -rwx--Srwt , 3707
 -rwx--s--T , 3710
 -rwx--s--t , 3711
 -rwx--s-wT , 3712
 -rwx--s-wt , 3713
 -rwx--sr-T , 3714
 -rwx--sr-t , 3715
 -rwx--srwT , 3716
 -rwx--srwt , 3717
 -rwx-wS--T , 3720
 -rwx-wS--t , 3721
 -rwx-wS-wT , 3722
 -rwx-wS-wt , 3723
 -rwx-wSr-T , 3724
 -rwx-wSr-t , 3725
 -rwx-wSrwT , 3726
 -rwx-wSrwt , 3727
 -rwx-ws--T , 3730
 -rwx-ws--t , 3731
 -rwx-ws-wT , 3732
 -rwx-ws-wt , 3733
 -rwx-wsr-T , 3734
 -rwx-wsr-t , 3735
 -rwx-wsrwT , 3736
 -rwx-wsrwt , 3737
 -rwxr-S--T , 3740
 -rwxr-S--t , 3741
 -rwxr-S-wT , 3742
 -rwxr-S-wt , 3743
 -rwxr-Sr-T , 3744
 -rwxr-Sr-t , 3745
 -rwxr-SrwT , 3746
 -rwxr-Srwt , 3747
 -rwxr-s--T , 3750
 -rwxr-s--t , 3751
 -rwxr-s-wT , 3752
 -rwxr-s-wt , 3753
 -rwxr-sr-T , 3754
 -rwxr-sr-t , 3755
 -rwxr-srwT , 3756
 -rwxr-srwt , 3757
 -rwxrwS--T , 3760
 -rwxrwS--t , 3761
 -rwxrwS-wT , 3762
 -rwxrwS-wt , 3763
 -rwxrwSr-T , 3764
 -rwxrwSr-t , 3765
 -rwxrwSrwT , 3766
 -rwxrwSrwt , 3767
 -rwxrws--T , 3770
 -rwxrws--t , 3771
 -rwxrws-wT , 3772
 -rwxrws-wt , 3773
 -rwxrwsr-T , 3774
 -rwxrwsr-t , 3775
 -rwxrwsrwT , 3776
 -rwxrwsrwt , 3777
 ---S------ , 4000
 ---S-----x , 4001
 ---S----w- , 4002
 ---S----wx , 4003
 ---S---r-- , 4004
 ---S---r-x , 4005
 ---S---rw- , 4006
 ---S---rwx , 4007
 ---S--x--- , 4010
 ---S--x--x , 4011
 ---S--x-w- , 4012
 ---S--x-wx , 4013
 ---S--xr-- , 4014
 ---S--xr-x , 4015
 ---S--xrw- , 4016
 ---S--xrwx , 4017
 ---S-w---- , 4020
 ---S-w---x , 4021
 ---S-w--w- , 4022
 ---S-w--wx , 4023
 ---S-w-r-- , 4024
 ---S-w-r-x , 4025
 ---S-w-rw- , 4026
 ---S-w-rwx , 4027
 ---S-wx--- , 4030
 ---S-wx--x , 4031
 ---S-wx-w- , 4032
 ---S-wx-wx , 4033
 ---S-wxr-- , 4034
 ---S-wxr-x , 4035
 ---S-wxrw- , 4036
 ---S-wxrwx , 4037
 ---Sr----- , 4040
 ---Sr----x , 4041
 ---Sr---w- , 4042
 ---Sr---wx , 4043
 ---Sr--r-- , 4044
 ---Sr--r-x , 4045
 ---Sr--rw- , 4046
 ---Sr--rwx , 4047
 ---Sr-x--- , 4050
 ---Sr-x--x , 4051
 ---Sr-x-w- , 4052
 ---Sr-x-wx , 4053
 ---Sr-xr-- , 4054
 ---Sr-xr-x , 4055
 ---Sr-xrw- , 4056
 ---Sr-xrwx , 4057
 ---Srw---- , 4060
 ---Srw---x , 4061
 ---Srw--w- , 4062
 ---Srw--wx , 4063
 ---Srw-r-- , 4064
 ---Srw-r-x , 4065
 ---Srw-rw- , 4066
 ---Srw-rwx , 4067
 ---Srwx--- , 4070
 ---Srwx--x , 4071
 ---Srwx-w- , 4072
 ---Srwx-wx , 4073
 ---Srwxr-- , 4074
 ---Srwxr-x , 4075
 ---Srwxrw- , 4076
 ---Srwxrwx , 4077
 ---s------ , 4100
 ---s-----x , 4101
 ---s----w- , 4102
 ---s----wx , 4103
 ---s---r-- , 4104
 ---s---r-x , 4105
 ---s---rw- , 4106
 ---s---rwx , 4107
 ---s--x--- , 4110
 ---s--x--x , 4111
 ---s--x-w- , 4112
 ---s--x-wx , 4113
 ---s--xr-- , 4114
 ---s--xr-x , 4115
 ---s--xrw- , 4116
 ---s--xrwx , 4117
 ---s-w---- , 4120
 ---s-w---x , 4121
 ---s-w--w- , 4122
 ---s-w--wx , 4123
 ---s-w-r-- , 4124
 ---s-w-r-x , 4125
 ---s-w-rw- , 4126
 ---s-w-rwx , 4127
 ---s-wx--- , 4130
 ---s-wx--x , 4131
 ---s-wx-w- , 4132
 ---s-wx-wx , 4133
 ---s-wxr-- , 4134
 ---s-wxr-x , 4135
 ---s-wxrw- , 4136
 ---s-wxrwx , 4137
 ---sr----- , 4140
 ---sr----x , 4141
 ---sr---w- , 4142
 ---sr---wx , 4143
 ---sr--r-- , 4144
 ---sr--r-x , 4145
 ---sr--rw- , 4146
 ---sr--rwx , 4147
 ---sr-x--- , 4150
 ---sr-x--x , 4151
 ---sr-x-w- , 4152
 ---sr-x-wx , 4153
 ---sr-xr-- , 4154
 ---sr-xr-x , 4155
 ---sr-xrw- , 4156
 ---sr-xrwx , 4157
 ---srw---- , 4160
 ---srw---x , 4161
 ---srw--w- , 4162
 ---srw--wx , 4163
 ---srw-r-- , 4164
 ---srw-r-x , 4165
 ---srw-rw- , 4166
 ---srw-rwx , 4167
 ---srwx--- , 4170
 ---srwx--x , 4171
 ---srwx-w- , 4172
 ---srwx-wx , 4173
 ---srwxr-- , 4174
 ---srwxr-x , 4175
 ---srwxrw- , 4176
 ---srwxrwx , 4177
 --wS------ , 4200
 --wS-----x , 4201
 --wS----w- , 4202
 --wS----wx , 4203
 --wS---r-- , 4204
 --wS---r-x , 4205
 --wS---rw- , 4206
 --wS---rwx , 4207
 --wS--x--- , 4210
 --wS--x--x , 4211
 --wS--x-w- , 4212
 --wS--x-wx , 4213
 --wS--xr-- , 4214
 --wS--xr-x , 4215
 --wS--xrw- , 4216
 --wS--xrwx , 4217
 --wS-w---- , 4220
 --wS-w---x , 4221
 --wS-w--w- , 4222
 --wS-w--wx , 4223
 --wS-w-r-- , 4224
 --wS-w-r-x , 4225
 --wS-w-rw- , 4226
 --wS-w-rwx , 4227
 --wS-wx--- , 4230
 --wS-wx--x , 4231
 --wS-wx-w- , 4232
 --wS-wx-wx , 4233
 --wS-wxr-- , 4234
 --wS-wxr-x , 4235
 --wS-wxrw- , 4236
 --wS-wxrwx , 4237
 --wSr----- , 4240
 --wSr----x , 4241
 --wSr---w- , 4242
 --wSr---wx , 4243
 --wSr--r-- , 4244
 --wSr--r-x , 4245
 --wSr--rw- , 4246
 --wSr--rwx , 4247
 --wSr-x--- , 4250
 --wSr-x--x , 4251
 --wSr-x-w- , 4252
 --wSr-x-wx , 4253
 --wSr-xr-- , 4254
 --wSr-xr-x , 4255
 --wSr-xrw- , 4256
 --wSr-xrwx , 4257
 --wSrw---- , 4260
 --wSrw---x , 4261
 --wSrw--w- , 4262
 --wSrw--wx , 4263
 --wSrw-r-- , 4264
 --wSrw-r-x , 4265
 --wSrw-rw- , 4266
 --wSrw-rwx , 4267
 --wSrwx--- , 4270
 --wSrwx--x , 4271
 --wSrwx-w- , 4272
 --wSrwx-wx , 4273
 --wSrwxr-- , 4274
 --wSrwxr-x , 4275
 --wSrwxrw- , 4276
 --wSrwxrwx , 4277
 --ws------ , 4300
 --ws-----x , 4301
 --ws----w- , 4302
 --ws----wx , 4303
 --ws---r-- , 4304
 --ws---r-x , 4305
 --ws---rw- , 4306
 --ws---rwx , 4307
 --ws--x--- , 4310
 --ws--x--x , 4311
 --ws--x-w- , 4312
 --ws--x-wx , 4313
 --ws--xr-- , 4314
 --ws--xr-x , 4315
 --ws--xrw- , 4316
 --ws--xrwx , 4317
 --ws-w---- , 4320
 --ws-w---x , 4321
 --ws-w--w- , 4322
 --ws-w--wx , 4323
 --ws-w-r-- , 4324
 --ws-w-r-x , 4325
 --ws-w-rw- , 4326
 --ws-w-rwx , 4327
 --ws-wx--- , 4330
 --ws-wx--x , 4331
 --ws-wx-w- , 4332
 --ws-wx-wx , 4333
 --ws-wxr-- , 4334
 --ws-wxr-x , 4335
 --ws-wxrw- , 4336
 --ws-wxrwx , 4337
 --wsr----- , 4340
 --wsr----x , 4341
 --wsr---w- , 4342
 --wsr---wx , 4343
 --wsr--r-- , 4344
 --wsr--r-x , 4345
 --wsr--rw- , 4346
 --wsr--rwx , 4347
 --wsr-x--- , 4350
 --wsr-x--x , 4351
 --wsr-x-w- , 4352
 --wsr-x-wx , 4353
 --wsr-xr-- , 4354
 --wsr-xr-x , 4355
 --wsr-xrw- , 4356
 --wsr-xrwx , 4357
 --wsrw---- , 4360
 --wsrw---x , 4361
 --wsrw--w- , 4362
 --wsrw--wx , 4363
 --wsrw-r-- , 4364
 --wsrw-r-x , 4365
 --wsrw-rw- , 4366
 --wsrw-rwx , 4367
 --wsrwx--- , 4370
 --wsrwx--x , 4371
 --wsrwx-w- , 4372
 --wsrwx-wx , 4373
 --wsrwxr-- , 4374
 --wsrwxr-x , 4375
 --wsrwxrw- , 4376
